unique_row_id,match_id,match_alternative_id,match_type,match_date,home_team_id,home_team,visiting_team_id,visiting_team,set_number,home_team_score,visiting_team_score,rally_number,point_won_by,serving_team,receiving_team,setter_position,home_setter_position,visiting_setter_position,possession_number,video_time,code,custom_code,point_phase,attack_phase,team,player_id,player_name,player_number,skill,skill_type,skill_subtype,evaluation_code,attack_code,set_code,set_type,start_zone,end_zone,end_subzone,num_players_numeric,start_coordinate,mid_coordinate,end_coordinate,start_coordinate_x,start_coordinate_y,mid_coordinate_x,mid_coordinate_y,end_coordinate_x,end_coordinate_y,home_p1,home_p2,home_p3,home_p4,home_p5,home_p6,visiting_p1,visiting_p2,visiting_p3,visiting_p4,visiting_p5,visiting_p6,file_id,file_name,created_by,create_datetime
13,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,0,1,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,6.0,6,3,4,371.0,*p01:00,,Reception,,Negrini CTE Acqui Terme,,,,Point,,,0,,,,,,,,,,,,,,,,,11.0,14.0,3.0,12.0,8.0,5.0,4.0,16.0,18.0,6.0,1.0,11.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
14,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,0,2,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,5.0,5,3,0,383.0,*z5,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,4.0,16.0,18.0,6.0,1.0,11.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
15,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,0,2,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,5.0,5,3,1,391.0,*14SM+~~~59,,Reception,,Negrini CTE Acqui Terme,ESP-DAV-95,Davide Esposito,14.0,Serve,Jump-float serve,Jump Float,+,,,,5,9,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,4.0,16.0,18.0,6.0,1.0,11.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
16,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,0,2,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,3.0,5,3,2,391.0,a13RM-~~~59,,Serve,,Monge Gerbaudo Savigliano,PRO-FRA-01,Francesco Prosperi Turri,13.0,Reception,Jump-float serve reception,Jump Float,-,,,,5,9,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,4.0,16.0,18.0,6.0,1.0,11.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
17,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,0,2,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,3.0,5,3,2,391.0,a18EH+~~B,,Serve,,Monge Gerbaudo Savigliano,PIS-MAT-95,Matteo Pistolesi,18.0,Set,High ball set,,+,,,,,,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,4.0,16.0,18.0,6.0,1.0,11.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
18,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,0,2,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,3.0,5,3,2,393.0,a11AH#V8~95~H2,,Serve,Transition,Monge Gerbaudo Savigliano,ROS-LUC-01,Luca Rossato,11.0,Attack,High ball attack,Hard,#,V8,,,9,5,,2.0,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,4.0,16.0,18.0,6.0,1.0,11.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
19,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,0,2,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,5.0,5,3,3,393.0,*05DH=~~~91,,Reception,,Negrini CTE Acqui Terme,BEL-GIU-03,Giuseppe Bellanova,5.0,Dig,High ball dig,Float,=,,,,9,1,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,4.0,16.0,18.0,6.0,1.0,11.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
20,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,1,2,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,3.0,5,3,4,396.0,ap01:01,,Serve,,Monge Gerbaudo Savigliano,,,,Point,,,0,,,,,,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,4.0,16.0,18.0,6.0,1.0,11.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
21,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,1,3,Monge Gerbaudo Savigliano,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,2.0,5,2,0,402.0,az2,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
22,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,1,3,Monge Gerbaudo Savigliano,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,2.0,5,2,1,418.0,a16SM+~~~58,,Serve,,Monge Gerbaudo Savigliano,BON-PAO-92,Paolo Bonola,16.0,Serve,Jump-float serve,Jump Float,+,,,,5,8,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
23,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,1,3,Monge Gerbaudo Savigliano,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,5.0,5,2,2,418.0,*11RM-~~~58,,Reception,,Negrini CTE Acqui Terme,BOT-IAC-87,Iacopo Botto,11.0,Reception,Jump-float serve reception,Jump Float,-,,,,5,8,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
24,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,1,3,Monge Gerbaudo Savigliano,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,5.0,5,2,2,418.0,*05EH+~~F,,Reception,,Negrini CTE Acqui Terme,BEL-GIU-03,Giuseppe Bellanova,5.0,Set,High ball set,,+,,,,,,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
25,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,1,3,Monge Gerbaudo Savigliano,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,5.0,5,2,2,422.0,*12AH-V5~45~H2,,Reception,Transition,Negrini CTE Acqui Terme,PET-MIC-96,Michal Petras,12.0,Attack,High ball attack,Hard,-,V5,,,4,5,,2.0,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
26,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,1,3,Monge Gerbaudo Savigliano,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,2.0,5,2,3,422.0,a04DH+~~~45,,Serve,,Monge Gerbaudo Savigliano,SCH-AND-01,Andrea Schiro,4.0,Dig,High ball dig,Float,+,,,,4,5,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
27,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,1,3,Monge Gerbaudo Savigliano,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,2.0,5,2,3,422.0,a18ET+~~F,,Serve,,Monge Gerbaudo Savigliano,PIS-MAT-95,Matteo Pistolesi,18.0,Set,Head ball set,,+,,,,,,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
28,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,1,3,Monge Gerbaudo Savigliano,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,2.0,5,2,3,425.0,a06AM+X5~42~T2,,Serve,Transition,Monge Gerbaudo Savigliano,SAC-MAU-98,Mauro Sacripanti,6.0,Attack,Half ball attack,Tip,+,X5,,,4,2,,2.0,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
29,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,1,3,Monge Gerbaudo Savigliano,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,5.0,5,2,4,425.0,*05DH-,,Reception,,Negrini CTE Acqui Terme,BEL-GIU-03,Giuseppe Bellanova,5.0,Dig,High ball dig,Float,-,,,,,,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
30,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,1,3,Monge Gerbaudo Savigliano,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,2.0,5,2,5,429.0,a11FH+,,Serve,,Monge Gerbaudo Savigliano,ROS-LUC-01,Luca Rossato,11.0,Freeball,,,+,,,,,,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
31,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,1,3,Monge Gerbaudo Savigliano,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,2.0,5,2,5,429.0,a18ET+~~B,,Serve,,Monge Gerbaudo Savigliano,PIS-MAT-95,Matteo Pistolesi,18.0,Set,Head ball set,,+,,,,,,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
32,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,1,3,Monge Gerbaudo Savigliano,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,2.0,5,2,5,432.0,a11AM#X8~94~H2,,Serve,Transition,Monge Gerbaudo Savigliano,ROS-LUC-01,Luca Rossato,11.0,Attack,Half ball attack,Hard,#,X8,,,9,4,,2.0,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
33,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,1,3,Monge Gerbaudo Savigliano,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,5.0,5,2,6,432.0,*12BT=~~~~4~~2,,Reception,,Negrini CTE Acqui Terme,PET-MIC-96,Michal Petras,12.0,Block,Head ball block,,=,,,,,4,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
34,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,2,3,Monge Gerbaudo Savigliano,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,2.0,5,2,7,435.0,ap01:02,,Serve,,Monge Gerbaudo Savigliano,,,,Point,,,0,,,,,,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
35,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,2,4,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,2.0,5,2,1,460.0,a16SM+~~~56,,Serve,,Monge Gerbaudo Savigliano,BON-PAO-92,Paolo Bonola,16.0,Serve,Jump-float serve,Jump Float,+,,,,5,6,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
36,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,2,4,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,5.0,5,2,2,460.0,*11RM-~~~56,,Reception,,Negrini CTE Acqui Terme,BOT-IAC-87,Iacopo Botto,11.0,Reception,Jump-float serve reception,Jump Float,-,,,,5,6,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
37,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,2,4,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,5.0,5,2,2,460.0,*05EO+~~~~~~2,,Reception,,Negrini CTE Acqui Terme,BEL-GIU-03,Giuseppe Bellanova,5.0,Set,Other set,,+,,,,,,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
38,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,2,4,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,5.0,5,2,2,463.0,*08AO-V3~3~~T2,,Reception,Transition,Negrini CTE Acqui Terme,GUA-FRA-03,Francesco Guastamacchia,8.0,Attack,Other attack,Tip,-,V3,,,3,,,2.0,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
39,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,2,4,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,2.0,5,2,3,463.0,a11DH+,,Serve,,Monge Gerbaudo Savigliano,ROS-LUC-01,Luca Rossato,11.0,Dig,High ball dig,Float,+,,,,,,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
40,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,2,4,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,2.0,5,2,3,463.0,a18EH+~~F,,Serve,,Monge Gerbaudo Savigliano,PIS-MAT-95,Matteo Pistolesi,18.0,Set,High ball set,,+,,,,,,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
41,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,2,4,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,2.0,5,2,3,466.0,a06AH/V5~44~H2,,Serve,Transition,Monge Gerbaudo Savigliano,SAC-MAU-98,Mauro Sacripanti,6.0,Attack,High ball attack,Hard,/,V5,,,4,4,,2.0,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
42,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,1,2,4,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,5.0,5,2,4,466.0,*03BH#~~~~2~~2,,Reception,,Negrini CTE Acqui Terme,ARG-AND-96,Andrea Argenta,3.0,Block,High ball block,,#,,,,,2,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
43,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,2,2,4,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,5.0,5,2,4,469.0,*p02:02,,Reception,,Negrini CTE Acqui Terme,,,,Point,,,0,,,,,,,,,,,,,,,,,14.0,3.0,12.0,8.0,5.0,11.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
44,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,2,2,5,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,4.0,4,2,0,479.0,*z4,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,8.0,5.0,11.0,14.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
45,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,2,2,5,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,4.0,4,2,1,497.0,*03SQ=~~~96,,Reception,,Negrini CTE Acqui Terme,ARG-AND-96,Andrea Argenta,3.0,Serve,Jump serve,Jump Spin,=,,,,9,6,,,,,,,,,,,,3.0,12.0,8.0,5.0,11.0,14.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
46,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,2,2,5,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,2.0,4,2,2,497.0,a$$&H#,,Serve,,Monge Gerbaudo Savigliano,,,,,,,#,,,,,,,,,,,,,,,,,3.0,12.0,8.0,5.0,11.0,14.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
47,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,2,3,5,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,2.0,4,2,2,500.0,ap02:03,,Serve,,Monge Gerbaudo Savigliano,,,,Point,,,0,,,,,,,,,,,,,,,,,3.0,12.0,8.0,5.0,11.0,14.0,16.0,18.0,6.0,1.0,11.0,4.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
48,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,2,3,6,Monge Gerbaudo Savigliano,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,1.0,4,1,0,502.0,az1,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,8.0,5.0,11.0,14.0,18.0,6.0,1.0,11.0,4.0,16.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
49,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,2,3,6,Monge Gerbaudo Savigliano,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,1.0,4,1,1,517.0,a18SQ!~~~19,,Serve,,Monge Gerbaudo Savigliano,PIS-MAT-95,Matteo Pistolesi,18.0,Serve,Jump serve,Jump Spin,!,,,,1,9,,,,,,,,,,,,3.0,12.0,8.0,5.0,11.0,14.0,18.0,6.0,1.0,11.0,4.0,16.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
50,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,2,3,6,Monge Gerbaudo Savigliano,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,4.0,4,1,2,517.0,*21RQ!~~~19,,Reception,,Negrini CTE Acqui Terme,TRO-FIL-05,Filippo Trombin,21.0,Reception,Jump serve reception,Jump Spin,!,,,,1,9,,,,,,,,,,,,3.0,12.0,8.0,5.0,11.0,14.0,18.0,6.0,1.0,11.0,4.0,16.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
51,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,1,2,3,6,Monge Gerbaudo Savigliano,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,4.0,4,1,2,517.0,*05ET+K7B,,Reception,,Negrini CTE Acqui Terme,BEL-GIU-03,Giuseppe Bellanova,5.0,Set,Head ball set,,+,,K7,,,,,,,,,,,,,,,3.0,12.0,8.0,5.0,11.0,14.0,18.0,6.0,1.0,11.0,4.0,16.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
